STOCK|CODE
Svp Global Ventures Ltd|BOM505590
Sw Investments Ltd|BOM503659
Swadeshi Industries Leasing Co.ltd|BOM506863
Swadeshi Polytex Ltd|BOM503816
Swagruha Infrastructure Ltd|BOM531909
Swagtam Trading & Services Ltd|BOM539406
Swan Energy Ltd|BOM503310
Swaraj Automotives Ltd|BOM539353
Swaraj Engines Ltd|BOM500407
Swarna Securities Ltd|BOM531003
Swarnajyothi Agrotech & Power Limited-$|BOM590090
Swarnsarita Gems Ltd|BOM526365
Swasti Vinayaka Art And Heritage Corporation Ltd|BOM512257
Swasti Vinayaka Synthetics Ltd|BOM510245
Swastik Safe Deposit & Investments Ltd|BOM501386
Swastika Investmart Ltd|BOM530585
Swelect Energy Systems Limited-$|BOM532051
Swiss Glascoat Equipments Ltd|BOM522215
Switching Technologies Gunther Ltd|BOM517201
Sword-edge Commercials Limited|BOM512359
Sybly Industries Ltd.-$|BOM531499
Sylph Technologies Ltd|BOM511447
Symbiox Investment & Trading Company Ltd|BOM539278
Symphony Limited|BOM517385
Syncom Formulations (india) Ltd.-$|BOM524470
Syncom Healthcare Ltd|BOM533157
Syndicate Bank|BOM532276
Synergy Bizcon Ltd|BOM539143
Synergy Cosmetics (exim) Ltd|BOM531115
Syngene International Ltd|BOM539268
Synthiko Foils Ltd|BOM513307
Syschem (india) Ltd|BOM531173
Systematix Corporate Services Ltd|BOM526506
Systematix Securities Ltd|BOM531432
T & I Global Ltd|BOM522294
T D Power Systems Ltd|BOM533553
T T Ltd.-$|BOM514142
T.spiritual World Ltd|BOM532444
Taaza International Ltd|BOM537392
Tai Industries Ltd.-$|BOM519483
Tainwala Chemicals & Plastics (india) Ltd|BOM507785
Tajgvk Hotels & Resorts Ltd|BOM532390
Take Solutions Ltd|BOM532890
Taksheel Solutions Ltd|BOM533639
Talbros Automotive Components Ltd|BOM505160
Talbros Engineering Ltd|BOM538987
Talwalkars Better Value Fitness Ltd|BOM533200
Tamboli Capital Ltd|BOM533170
Tamil Nadu Newsprint & Papers Ltd|BOM531426
Tamilnadu Jaibharat Mills Ltd|BOM521038
Tamilnadu Petroproducts Ltd|BOM500777
Tamilnadu Steel Tubes Ltd|BOM513540
Tamilnadu Telecommunications Ltd|BOM523419
Taneja Aerospace & Aviation Ltd.-$|BOM522229
Tanfac Industries Ltd.-$|BOM506854
Tanla Solutions Ltd|BOM532790
Tantia Constructions Ltd|BOM532738
Taparia Tools Ltd|BOM505685
Tara Jewels Ltd|BOM534756
Tarai Foods Ltd|BOM519285
Tarang Projects & Consultant Ltd|BOM538287
Tarapur Transformers Ltd|BOM533203
Tarini International Ltd|BOM538496
Tarmat Ltd|BOM532869
Tarrif Cine & Finance Ltd|BOM512221
Tashi India Ltd|BOM512271
Tasty Bite Eatables Ltd|BOM519091
Tata Chemicals Ltd|BOM500770
Tata Coffee Ltd|BOM532301
Tata Communications Ltd|BOM500483
Tata Consultancy Services Ltd|BOM532540
Tata Elxsi Ltd|BOM500408
Tata Global Beverages Limited|BOM500800
Tata Investment Corporation Ltd|BOM501301
Tata Metaliks Ltd|BOM513434
Tata Motors Ltd - Dvr|BOM570001
Tata Motors Ltd|BOM500570
Tata Power Co.ltd|BOM500400
Tata Sponge Iron Ltd|BOM513010
Tata Steel Ltd|BOM500470
Tata Teleservices (maharashtra) Ltd|BOM532371
Tatia Global Vennture Ltd|BOM521228
Tavernier Resources Limi|BOM531190
Tayo Rolls Ltd.-$|BOM504961
Tcfc Finance Ltd|BOM532284
Tci Developers Ltd|BOM533393
Tci Finance Ltd|BOM501242
Tci Industries Ltd|BOM532262
Tcm Ltd|BOM524156
Tcpl Packaging Ltd.-$|BOM523301
Tech Mahindra Ltd|BOM532755
Techindia Nirman Limited|BOM526576
Techno Electric And Engineering Co. Ltd|BOM533281
Techno Forge Ltd|BOM522142
Technocraft Industries (india) Ltd|BOM532804
Technofab Engineering Limited|BOM533216
Technvision Ventures Ltd|BOM501421
Techtran Polylenses Ltd|BOM523455
Techtrek India Ltd|BOM513153
Tecpro Systems Ltd|BOM533266
Teesta Agro Industries Ltd|BOM524204
Tej Infoways Ltd|BOM538793
Tejnaksh Healthcare Ltd|BOM539428
Tentiwala Metal Products Ltd|BOM537119
Tera Software Ltd|BOM533982
Terai Tea Co.ltd|BOM530533
Terraform Magnum Ltd|BOM506162
Terraform Realstate Limited|BOM512157
Terruzzi Fercalx India Limited|BOM522080
Texmaco Infrastructure & Holdings Ltd|BOM505400
Texmaco Rail & Engineering Ltd|BOM533326
Texmo Pipes & Products Ltd|BOM533164
Texplast Industries Ltd|BOM530635
Tgb Banquets And Hotels Ltd|BOM532845
Thacker & Co.ltd|BOM509945
Thakkers Developers Ltd|BOM526654
Thakral Services (india) Ltd|BOM509015
Thambbi Modern Spinning Mills Ltd|BOM514484
Thana Electric Supply Co.ltd|BOM501756
Thangamayil Jewellery Ltd|BOM533158
The Byke Hospitality Ltd|BOM531373
The Hi-tech Gears Ltd|BOM522073
The Phoenix Mills Ltd|BOM503100
The Ramco Cements Limited|BOM500260
Themis Medicare Ltd|BOM530199
Thermax Ltd|BOM500411
Thirani Projects Ltd|BOM538464
Thirdwave Financial Intermediaries Ltd|BOM531652
Thiru Arooran Sugars Ltd|BOM507450
Thirumalai Chemicals Ltd|BOM500412
Thomas Cook (india) Ltd|BOM500413
Thomas Scott (india) Limited|BOM533941
Tide Water Oil (india) Ltd|BOM590005
Tiger Logistics (india) Ltd|BOM536264
Tijaria Polypipes Ltd|BOM533629
Til Ltd|BOM505196
Tilak Ventures Ltd|BOM503663
Tilaknagar Industries Ltd.-$|BOM507205
Timbor Home Ltd|BOM533444
Time Technoplast Ltd|BOM532856
Times Guaranty Ltd|BOM511559
Timex Group India Ltd.-$|BOM500414
Timken India Ltd|BOM522113
Tinna Rubber And Infrastructure Limited|BOM530475
Tinplate Company Of India Ltd|BOM504966
Tips Industries Ltd|BOM532375
Tirupati Fincorp Ltd|BOM539008
Tirupati Foam Ltd.-$|BOM590035
Tirupati Industries (india) Ltd|BOM531547
Tirupati Inks Ltd|BOM533258
Tirupati Sarjan Ltd|BOM531814
Tirupati Starch & Chemicals Ltd|BOM524582
Tirupati Tyres Ltd|BOM539040
Titagarh Wagons Ltd|BOM532966
Titan Biotech Ltd|BOM524717
Titan Company Limited|BOM500114
Titan Securities Ltd|BOM530045
Titan Trading & Agencies Ltd|BOM504353
Tivoli Construction Ltd|BOM511096
Tobu Enterprises Ltd|BOM531035
Todays Writing Instruments Ltd|BOM531830
Toheal Pharmachem Ltd|BOM531910
Tokyo Finance Ltd|BOM531644
Tokyo Plast International Ltd|BOM500418
Torrent Cables Ltd|BOM523856
Torrent Pharmaceuticals Ltd|BOM500420
Torrent Power Ltd|BOM532779
Total Exports Ltd|BOM523878
Tourism Finance Corporation Of India Ltd|BOM526650
Towa Sokki Ltd|BOM531771
Tpl Plastech Ltd|BOM526582
Trade Wings Ltd|BOM509953
Trans Asia Corporation Ltd|BOM530783
Trans Medicare Ltd|BOM524484
Trans-freight Containers Ltd|BOM513063
Transchem Ltd.-$|BOM500422
Transcorp International Ltd|BOM532410
Transformers And Rectifiers (india) Ltd|BOM532928
Transgene Biotek Ltd|BOM526139
Transglobe Foods Ltd|BOM519367
Transoceanic Properties Ltd|BOM509003
Transpek Industry Ltd.-$|BOM506687
Transport Corporation Of India Ltd|BOM532349
Transwarranty Finance Ltd|BOM532812
Trc Financial Services Ltd|BOM511730
Tree House Education & Accessories Ltd|BOM533540
Trend Electronics Ltd.-$|BOM517228
Trent Ltd|BOM500251
Trf Ltd.-$|BOM505854
Tribhovandas Bhimji Zaveri Ltd|BOM534369
Tribhuvan Housing Ltd|BOM531703
Tricom Fruit Products Limited|BOM531716
Tricom India Ltd.-$|BOM531675
Trident Ltd|BOM521064
Trident Tools Ltd|BOM531972
Trigyn Technologies Ltd|BOM517562
Trijal Industries Ltd|BOM531658
Trilogic Digital Media Ltd|BOM531712
Trimurthi Ltd|BOM536565
Trinethra Infra Ventures Ltd.-$|BOM590091
Trinetra Cement Ltd|BOM513428
Trinity League India Ltd|BOM531846
Trinity Tradelink Limited|BOM512417
Trio Mercantile & Trading Ltd|BOM534755
Triochem Products Ltd|BOM512101
Trishakti Electronics & Industries Ltd|BOM531279
Triton Corp.ltd|BOM523387
Triton Valves Ltd|BOM505978
Triveni Engineering & Industries Ltd|BOM532356
Triveni Enterprises Ltd|BOM538569
Triveni Glass Ltd.-$|BOM502281
Triveni Turbine Ltd|BOM533655
Tsl Industries Ltd|BOM531659
Tti Enterprise Ltd|BOM538597
Ttk Healthcare Ltd.-$|BOM507747
Ttk Prestige Ltd|BOM517506
Tube Investments Of India Ltd|BOM504973
Tulasee Bio-ethanol Ltd|BOM524514
Tulip Star Hotels Ltd.-$|BOM531088
Tulip Telecom Ltd|BOM532691
Tulive Developers Limited|BOM505285
Tulsi Extrusions Ltd|BOM532948
Tulsyan Nec Ltd.-$|BOM513629
Tumus Electric Corporation Ltd|BOM504273
Tuni Textile Mills Ltd|BOM531411
Turbotech Engineering Ltd|BOM504358
Tuticorin Alkali Chemicals & Fertilisers Ltd|BOM506808
Tutis Technologies Ltd.-$|BOM532311
Tv Today Network Ltd|BOM532515
Tv18 Broadcast Ltd|BOM532800
Tvs Electronics Ltd|BOM532513
Tvs Motor Company Ltd|BOM532343
Tvs Srichakra Ltd.-$|BOM509243
Twentyfirst Century Management Services Ltd|BOM526921
Twilight Litaka Pharma Ltd.-$|BOM506985
Twin Roses Trades & Agencies Ltd|BOM512117
Twinstar Industries Limited|BOM531917
Tyche Industries Ltd|BOM532384
Typhoon Holdings Ltd|BOM512307
Tyroon Tea Co.ltd|BOM526945
U.g.hotels And Resorts Ltd|BOM526463
U.p.hotels Ltd|BOM509960
Ub Engineering Ltd|BOM509992
Ucal Fuel Systems Ltd|BOM500464
Uco Bank|BOM532505
Udaipur Cement Works Ltd|BOM530131
Uflex Ltd|BOM500148
Ufo Moviez India Ltd|BOM539141
Ugar Sugar Works Ltd.-$|BOM530363
Ujaas Energy Limited|BOM533644
Ultracab (india) Ltd|BOM538706
Ultramarine & Pigments Ltd.-$|BOM506685
Ultratech Cement Ltd|BOM532538
Umang Dairies Ltd|BOM500231
Ums Technologies Ltd|BOM530937
Uni Abex Alloy Products Ltd|BOM504605
Unichem Laboratories Ltd|BOM506690
Unijolly Investments Co.ltd|BOM503671
Unimers India Ltd|BOM524264
Unimin India Ltd|BOM530321
Unimode Overseas Ltd|BOM512595
Union Bank Of India|BOM532477
Union Quality Plastics Ltd|BOM526799
Uniphos Enterprises Ltd|BOM500429
Uniply Industries Ltd|BOM532646
Unique Organics Ltd|BOM530997
Uniroyal Industries Ltd|BOM521226
Uniroyal Marine Exports Ltd|BOM526113
Unishire Urban Infra Ltd|BOM537582
Unison Metals Ltd|BOM538610
Unistar Multimedia Ltd|BOM532035
Unisys Softwares & Holding Industries Ltd|BOM531831
Unitech International Ltd|BOM531867
Unitech Ltd|BOM507878
United Bank Of India|BOM533171
United Breweries (holdings) Ltd|BOM507458
United Breweries Ltd.-$|BOM532478
United Credit Ltd|BOM531091
United Drilling Tools Ltd|BOM522014
United Interactive Ltd|BOM502893
United Spirits Ltd|BOM532432
United Textiles Ltd|BOM521188
United Van Der Horst Ltd|BOM522091
Unity Infraprojects Ltd|BOM532746
Universal Arts Ltd|BOM532378
Universal Autofoundry Ltd|BOM539314
Universal Cables Ltd|BOM504212
Universal Credit & Securities Ltd|BOM531963
Universal Office Automation Ltd|BOM523519
Universal Prime Aluminium Ltd|BOM504673
Universal Starch-chem Allied Ltd|BOM524408
Uniworth Ltd|BOM514144
Uniworth Securities Ltd|BOM512408
Unjha Formulations Ltd|BOM531762
Unno Industries Ltd|BOM519273
Upasana Finance Ltd|BOM511764
Upl Limited|BOM512070
Upper Ganges Sugar & Industries Ltd|BOM530505
Upsurge Investment & Finance Ltd|BOM531390
Urja Global Ltd|BOM526987
Usg Tech Solutions Ltd|BOM532402
Usha Martin Education & Solutions Limited|BOM532398
Usha Martin Ltd|BOM517146
Ushakiran Finance Ltd|BOM511507
Ushdev International Ltd|BOM511736
Usher Agro Ltd|BOM532765
Ut Ltd|BOM526879
Uti Nifty Etf|BOM539313
Uti- Sensex Etf|BOM539312
Utl Industries Limited|BOM500426
Uttam Galva Steels Ltd|BOM513216
Uttam Sugar Mills Ltd|BOM532729
Uttam Value Steels Ltd|BOM500254
Uv Boards Ltd|BOM526957
V B Industries Ltd|BOM539123
V R Woodart Ltd|BOM523888
V-guard Industries Ltd|BOM532953
V-mart Retail Ltd|BOM534976
V.b.desai Financial Services Ltd|BOM511110
V.i.p.industries Ltd.-$|BOM507880
V.s.t.tillers Tractors Ltd.-$|BOM531266
V2 Retail Ltd|BOM532867
Va Tech Wabag Ltd|BOM533269
Vaarad Ventures Ltd|BOM532320
Vadilal Enterprises Ltd|BOM519152
Vadilal Industries Ltd.-$|BOM519156
Vaghani Techno-build Ltd|BOM531676
Vaibhav Global Ltd|BOM532156
Vaishnavi Gold Limited-$|BOM590111
Vaishno Cement Co.ltd|BOM526941
Vakrangee Limited-$|BOM511431
Vaksons Automobiles Ltd|BOM539402
Valecha Engineering Ltd.-$|BOM532389
Valiant Communications Ltd.-$|BOM526775
Vallabh Poly-plast International Ltd|BOM530403
Vallabh Steels Ltd.-$|BOM513397
Valson Industries Ltd.-$|BOM530459
Value Industries Ltd|BOM500945
Valuemart Info Technologies Ltd|BOM532338
Valuemart Retail Solutions Ltd|BOM511114
Vama Industries Ltd|BOM512175
Vamshi Rubber Ltd|BOM530369
Vanasthali Textile Industries Ltd.-$|BOM521046
Vandana Knitwear Ltd|BOM532090
Vani Commercials Ltd|BOM538918
Vantage Corporate Services Ltd|BOM530109
Vapi Paper Mills Ltd|BOM502589
Vardhaman Laboratories Ltd|BOM524796
Vardhman Concrete Limited|BOM531444
Vardhman Holdings Ltd|BOM500439
Vardhman Industries Ltd.-$|BOM513534
Vardhman Polytex Ltd|BOM514175
Vardhman Special Steels Ltd|BOM534392
Vardhman Textiles Ltd|BOM502986
Varun Industries Ltd|BOM532917
Varun Mercantile Ltd|BOM512511
Varun Shipping Co.ltd|BOM500465
Vas Infrastructure Ltd|BOM531574
Vascon Engineers Ltd|BOM533156
Vasundhara Rasayans Ltd|BOM538634
Vaswani Industries Ltd|BOM533576
Vax Housing Finance Corporation Ltd|BOM531650
Vbc Ferro Alloys Ltd.-$|BOM513005
Vbc Industries Ltd|BOM524310
Vccl Ltd|BOM522015
Vck Capital Market Services Ltd|BOM511493
Vcu Data Management Ltd|BOM536672
Vedanta Limited|BOM500295
Vedavaag Systems Ltd|BOM533056
Veejay Lakshmi Engineering Works Ltd.-$|BOM522267
Veer Energy & Infrastructure Ltd|BOM503657
Veerhealth Care Limited|BOM511523
Vegetable Products Ltd|BOM539132
Velan Hotels Ltd|BOM526755
Veljan Denison Limited|BOM505232
Venkat Pharma Ltd|BOM532093
Venky's (india) Ltd|BOM523261
Venlon Enterprises Ltd|BOM524038
Venmax Drugs And Pharmaceuticals Ltd|BOM531015
Ventura Textiles Ltd|BOM516098
Venus Power Ventures (india) Ltd|BOM531874
Venus Remedies Ltd|BOM526953
Venus Universal Ltd|BOM530769
Veritas (india) Ltd|BOM512229
Vertex Securities Ltd|BOM531950
Vertex Spinning Ltd|BOM531544
Vertical Industries Ltd|BOM515099
Vesuvius India Ltd|BOM520113
Veto Switchgears And Cables Ltd|BOM539331
Vhcl Industries Ltd|BOM522233
Viaan Industries Ltd|BOM537524
Vibrant Global Capital Ltd|BOM538732
Vibros Organics Ltd|BOM530487
Viceroy Hotels Ltd|BOM523796
Victoria Enterprises Ltd|BOM506103
Victoria Mills Ltd|BOM503349
Vidarbha Iron & Steel Corporation Ltd|BOM504991
Videocon Industries Ltd|BOM511389
Vidhi Dyestuffs Manufacturing Ltd.-$|BOM531717
Vijay Shanthi Builders Ltd|BOM523724
Vijay Solvex Ltd|BOM531069
Vijay Textiles Ltd|BOM530151
Vijaya Bank|BOM532401
Viji Finance Ltd|BOM537820
Vikalp Securities Ltd|BOM531334
Vikas Ecotech Ltd|BOM530961
Vikas Granaries Ltd|BOM531518
Vikas Wsp Ltd|BOM519307
Vikram Thermo (india) Ltd|BOM530477
Viksit Engineering Ltd|BOM506196
Vimal Oil & Foods Ltd.-$|BOM519373
Vimta Labs Ltd.-$|BOM524394
Vinaditya Trading Co.ltd|BOM504380
Vinati Organics Ltd.-$|BOM524200
Vinayak Polycon International Ltd|BOM534639
Vindhya Telelinks Ltd|BOM517015
Vintage Securities Ltd|BOM531051
Vintron Informatics Ltd|BOM517393
Vinyl Chemicals (india) Ltd|BOM524129
Vinyoflex Ltd|BOM530401
Vippy Industries Ltd|BOM519039
Vippy Spinpro Ltd|BOM514302
Vipul Dye Chem Ltd|BOM530627
Vipul Ltd|BOM511726
Virat Crane Industries Ltd|BOM519457
Virat Industries Ltd|BOM530521
Virat Leasing Ltd|BOM539167
Virgo Global Media Limited|BOM532354
Virinchi Ltd|BOM532372
Virtual Global Education Ltd|BOM534741
Virtualsoft Systems Ltd|BOM531126
Visa Steel Ltd|BOM532721
Visagar Financial Services Ltd|BOM531025
Visagar Polytex Ltd|BOM506146
Visaka Industries Ltd|BOM509055
Visesh Infotecnics Ltd|BOM532411
Vishal Bearings Ltd|BOM539398
Vishal Fabrics Ltd|BOM538598
Vishal Malleables Ltd|BOM505930
Vishnu Chemicals Ltd|BOM516072
Vishnu Sugar Mills Ltd|BOM507405
Vishvjyoti Trading Ltd|BOM512067
Vishvprabha Trading Ltd|BOM512064
Vishwamitra Financial Services Limited|BOM511361
Vision Cinemas Ltd|BOM526441
Vision Corporation Ltd|BOM531668
Vista Pharmaceuticals Ltd|BOM524711
Visu International Ltd.-$|BOM590038
Vitan Agro Industries Ltd|BOM538548
Vivanza Biosciences Ltd|BOM530057
Vivid Global Industries Ltd|BOM524576
Vivimed Labs Ltd|BOM532660
Vivo Bio Tech Ltd|BOM511509
Vjtf Eduservices Ltd|BOM509026
Vkj Infradevelopers Ltd|BOM536128
Vks Projects Ltd|BOM534567
Vls Finance Ltd|BOM511333
Vms Industries Ltd|BOM533427
Vmv Holidays Ltd|BOM539222
Voith Paper Fabrics India Ltd.-$|BOM522122
Volant Textile Mills Ltd|BOM531865
Voltaire Leasing & Finance Ltd|BOM509038
Voltamp Transformers Ltd|BOM532757
Voltas Ltd|BOM500575
Vora Constructions Ltd|BOM512215
Vrl Logistics Ltd|BOM539118
Vsf Projects Ltd|BOM519331
Vst Industries Ltd|BOM509966
Vtm Ltd|BOM532893
Vtx Industries Limited|BOM532824
Vxl Instruments Ltd|BOM517399
Vyapar Industries Ltd|BOM506142
Vybra Automet Ltd.-$|BOM520003
W W Technology Holdings Ltd|BOM505583
W.h.brady & Co.ltd|BOM501391
W.s.industries (india) Ltd.-$|BOM504220
Wabco India Ltd|BOM533023
Wadala Commodities Ltd|BOM519035
Wagend Infra Venture Limited|BOM503675
Walchand Peoplefirst Ltd|BOM501370
Walchandnagar Industries Ltd|BOM507410
Wall Street Finance Ltd|BOM511147
Wallfort Financial Services Ltd|BOM532053
Wanbury Ltd|BOM524212
Warner Multimedia Ltd|BOM511690
Warren Tea Ltd.-$|BOM508494
Waterbase Ltd|BOM523660
Websol Energy System Ltd|BOM517498
Weizmann Fincorp Ltd|BOM511074
Weizmann Forex Ltd|BOM533452
Weizmann Ltd|BOM523011
Welcast Steels Ltd|BOM504988
Welcure Drugs & Pharmaceuticals Ltd|BOM524661
Wellesley Corporation Ltd|BOM532016
Wellness Noni Ltd|BOM531211
Welplace Portfolio And Financial Consultancy Services Ltd|BOM539407
Welspun Corp Limited|BOM532144
Welspun Enterprises Ltd|BOM532553
Welspun India Ltd|BOM514162
Welspun Investments And Commercials Ltd|BOM533252
Welterman International Ltd|BOM526431
Wendt (india) Ltd|BOM505412
Wep Solutions Ltd|BOM532373
West Coast Paper Mills Ltd|BOM500444
West Leisure Resorts Ltd|BOM538382
Western India Shipyard Ltd|BOM531217
Westlife Development Ltd|BOM505533
Wheel & Axle Textiles Ltd|BOM512297
Wheels India Ltd|BOM590073
Whirlpool Of India Ltd|BOM500238
White Diamond Industries Ltd|BOM513713
White Lion Asia Ltd|BOM511246
Williamson Financial Services Ltd|BOM519214
Williamson Magor & Company Ltd|BOM519224
Wim Plast Ltd.-$|BOM526586
Windsor Machines Ltd|BOM522029
Winro Commercial (india) Ltd|BOM512022
Winsome Breweries Ltd|BOM526471
Winsome Diamonds And Jewellery Ltd|BOM507892
Winsome Textile Industries Ltd.-$|BOM514470
Winsome Yarns Ltd|BOM514348
Wintac Ltd|BOM524758
Winy Commercial & Fiscal Services Ltd|BOM538873
Wipro Ltd|BOM507685
Wires & Fabriks (sa) Ltd|BOM507817
Wisec Global Ltd|BOM511642
Wockhardt Ltd|BOM532300
Women Networks Ltd|BOM531396
Womens Next Loungeries Ltd|BOM538128
Wonderla Holidays Ltd|BOM538268
Woodsvilla Ltd|BOM526959
Worldwide Leather Exports Ltd|BOM526525
Worth Investment & Trading Co Ltd|BOM538451
Wpil Ltd|BOM505872
Wyeth Ltd|BOM500095
Xchanging Solutions Ltd|BOM532616
Xl Energy Ltd|BOM532788
Xo Infotech Ltd|BOM532116
Xpro India Ltd|BOM590013
Yamini Investments Company Ltd|BOM511012
Yantra Natural Resources Ltd|BOM531693
Yarn Syndicate Ltd|BOM514378
Yash Management & Satellite Ltd|BOM511601
Yash Papers Ltd.-$|BOM516030
Yash Trading & Finance Ltd|BOM512345
Yashraj Containeurs Ltd|BOM530063
Yes Bank Ltd|BOM532648
Ykm Industries Ltd|BOM531260
Yogi Sung-won (india) Ltd|BOM522209
Yogya Enterprises Ltd|BOM539097
York Exports Ltd|BOM530675
Yuken India Ltd.-$|BOM522108
Yuranus Infrastructure Ltd|BOM536846
Yuvraaj Hygiene Products Ltd|BOM531663
Yuvraj International Ltd|BOM512285
Z.f.steering Gear (india) Ltd.-$|BOM505163
Zandu Realty Limited|BOM506720
Zee Entertainment Enterprises Ltd|BOM505537
Zee Learn Ltd|BOM533287
Zee Media Corporation Limited|BOM532794
Zen Technologies Ltd|BOM533339
Zenith Birla (india) Ltd.-$|BOM531845
Zenith Capitals Ltd|BOM508900
Zenith Computers Ltd|BOM517164
Zenith Exports Ltd|BOM512553
Zenith Fibres Ltd.-$|BOM514266
Zenith Health Care Ltd|BOM530665
Zenith Infotech Ltd|BOM532298
Zenotech Laboratories Ltd|BOM532039
Zensar Technologies Ltd|BOM504067
Zicom Electronic Security Systems Ltd.-$|BOM531404
Zodiac Clothing Co.ltd|BOM521163
Zodiac Ventures Limited|BOM503641
Zodiac-jrd-mkj Ltd|BOM512587
Zuari Agro Chemicals Ltd|BOM534742
Zuari Global Ltd|BOM500780
Zyden Gentec Ltd|BOM530091
Zydus Wellness Ltd.-$|BOM531335
Zylog Systems Ltd|BOM532883
